Nume;Mpio;ManejoIntegradoArvenses;UsoTecnicoHerbicidas;UsoPulpaAbonos;UsoAzadon;RealizaQuemas;SombrioAdecuado;SiembraContorno;DrenajesAdecuados;AnalisisSuelos;BarrerasVivas;CaminosBuenEstado;TaludesProtegidos;CultivosAsociados;DensidadAdecuada;CoberturasMuertas;LabranzaMinima;SexoProductor;EdadProductor;NivelEducativo;ExperienciaCafe;TenenciaPropia;MiembrosHogar;Ntrab;PerteneceCooperativa;ViviendaPredio;AreaTotalHa;AreaCafeHa;AreaOtrosCultivosHa;AreaPecuariaHa;PendientePromedio;LongitudPendiente;AltitudMsnm;PrecipitacionAnualMm;DensidadSiembra;EdadCafetalMeses;SombrioPorcentaje;FertilizanteKgHa;ProduccionCafeHa;CausaErosion;SignosErosion;GravedadErosion;PerdidasEconomicasErosion;AreaPcs;ActitudPCS;VisitasExtensionista;CapacitacionesGrupales;FuenteConocimientoPCS;Disp;Inve;Apoy;Intensidad
213;Acevedo;0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;26;11;6;0;1;7;1;1;5.2;5.2;0;0;2;2;2138;2259.4;8415.1;32;88;2426;208;0;3;2;1;0;1;5;4;3;1;2069907;1;0
214;San_Agustin;1;0;1;0;1;0;0;0;1;1;0;1;0;1;0;1;0;55;15;11;1;2;4;0;1;3;2.2;0.8;0;2;0;1499.8;2045.8;7433.4;69;81;1476;290;0;0;2;2;0;0;4;1;5;1;2599981;1;0
215;Garzon;1;0;1;0;1;1;0;0;1;0;0;1;0;1;1;0;1;53;15;6;1;0;12;1;1;7;7;0;0;2;0;2287.2;2044.6;9015.7;35;1;1710;333;4;3;1;1;0;0;3;3;4;1;2492312;0;0
216;Gigante;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;25;13;18;1;2;4;1;0;12.1;12.1;0;0;2;1;245;2038.7;7406.3;65;19;2329;179;3;3;3;1;30;0;0;0;1;1;550047;0;0
217;La_Plata;1;1;0;0;1;0;0;1;1;1;1;1;0;1;0;0;0;19;14;12;0;1;6;1;1;18.9;16.9;2;0;1;2;393.6;2342.2;4097.3;23;7;2693;66;2;1;1;3;15;1;1;4;0;0;169702;1;15
218;Acevedo;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;0;1;70;16;14;0;3;9;0;1;21.9;1.3;20.6;0;0;2;1213.2;2249.3;4051;88;31;325;114;0;2;0;2;0;1;4;5;1;1;2965908;0;0
219;San_Agustin;1;0;1;0;1;1;0;0;1;0;0;0;0;1;1;0;0;24;10;18;0;2;9;1;0;9.7;9.7;0;0;2;0;1365.8;2467.4;6146.7;88;48;504;342;1;0;1;0;50;0;0;3;1;1;655854;0;0
220;Garzon;1;0;1;0;1;0;1;1;1;0;1;1;0;1;0;1;0;33;19;17;0;0;10;0;1;7.5;7.5;0;0;2;2;1011.5;2499.1;4861.8;44;4;2368;98;4;2;4;3;0;0;3;1;5;0;783864;0;0
221;Gigante;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;26;12;5;1;2;8;0;1;4;4;0;0;1;2;822.8;2435.1;6307.7;87;72;543;313;0;3;2;2;15;0;3;2;3;0;2207706;1;15
222;La_Plata;1;0;0;0;0;1;1;0;1;1;0;1;1;1;0;0;1;71;3;8;0;2;6;0;1;15.2;15.2;0;0;0;1;619.1;2344.2;6464.2;63;89;1068;258;3;1;1;3;3;1;2;1;2;1;2356988;0;3
223;Acevedo;1;1;1;1;1;1;0;1;1;0;0;1;0;0;1;1;0;74;19;19;0;2;1;1;0;4.3;4.3;0;0;1;1;378.5;2294.7;4499.4;75;37;1434;209;4;0;0;2;0;0;4;2;2;0;2998630;0;0
224;San_Agustin;1;1;0;0;0;0;1;0;1;0;1;1;0;1;1;1;1;38;9;3;0;3;7;1;0;20.9;16.4;4.5;0;0;2;2160.8;2071.6;7850.9;37;96;799;351;0;3;0;3;15;1;1;0;0;1;2136444;0;15
225;Garzon;1;1;0;1;1;0;0;1;1;1;0;1;0;1;0;1;0;25;11;10;0;1;10;1;1;22;10;9;3;0;0;1369.7;2310.7;5076.1;83;2;1436;310;4;2;3;0;80;0;5;0;4;1;865491;1;80
226;Gigante;0;1;1;0;1;0;0;0;1;1;1;1;0;0;1;1;0;61;12;8;0;1;8;0;1;0.2;0.2;0;0;1;1;1165.1;2477.6;5575.8;38;38;127;54;3;3;0;0;60;1;3;2;0;1;1338292;0;60
227;La_Plata;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;75;12;5;0;1;1;1;1;20.3;10.1;10.2;0;2;1;131;2086.3;8748.7;57;9;704;93;4;1;4;1;40;0;3;4;2;0;92821;1;40
228;Acevedo;1;1;0;1;1;1;0;0;1;0;1;1;0;1;1;0;0;42;12;20;0;0;9;0;1;6.6;6.6;0;0;0;0;1863.3;2019.4;8652.2;70;79;2528;356;0;3;4;2;25;0;3;1;0;1;1677230;0;25
229;San_Agustin;1;1;1;0;0;0;1;0;1;1;1;1;1;1;0;1;0;29;6;3;1;0;6;0;0;13.1;3.2;2.3;7.6;1;2;2014.5;2166.5;5599.9;37;89;560;89;2;3;1;1;90;1;4;5;1;1;838668;0;90
230;Garzon;0;1;0;1;1;1;0;1;1;1;1;0;1;0;1;0;0;80;17;6;1;0;12;0;1;8.8;8.8;0;0;2;1;676.6;2017.8;7227.1;30;39;187;231;1;3;4;2;15;1;0;5;5;0;1202058;0;15
231;Gigante;0;0;0;1;0;0;1;0;1;0;1;1;1;1;1;0;1;40;0;1;0;0;2;1;0;4.4;4.4;0;0;0;2;1140.2;2463;9318.2;69;4;1557;322;4;1;4;0;70;0;5;1;3;0;171592;0;0
232;La_Plata;0;0;1;1;1;1;1;0;1;0;0;1;1;1;0;1;1;41;11;15;1;2;12;0;0;14.9;1.4;2.5;11;0;1;1358.2;2193.8;7035.7;58;98;2472;274;2;1;2;1;15;1;2;4;3;0;1113966;0;15
233;Acevedo;0;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;0;73;19;7;0;0;7;0;1;21.9;21.9;0;0;1;0;530;2285.9;5425.5;22;70;163;146;2;2;4;2;0;0;4;2;3;1;2520342;0;50
234;San_Agustin;0;1;0;1;1;0;1;1;1;1;0;1;1;1;0;0;1;48;17;9;1;3;10;0;1;8.7;8.7;0;0;0;1;684.8;2121.8;5824.3;75;56;890;282;3;0;2;1;0;0;5;0;5;1;2598822;1;50
235;Garzon;0;0;0;1;0;0;1;1;1;0;0;1;0;0;1;1;1;47;12;2;0;1;6;0;0;1.2;1.2;0;0;1;1;1825.8;2003.2;5094.3;64;43;1041;249;1;1;2;2;90;0;1;3;1;0;679834;1;0
236;Gigante;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;83;1;14;1;3;5;1;0;3.7;3.7;0;0;0;0;834.8;2142.9;4554.6;58;22;1372;44;3;2;4;3;15;0;4;4;0;1;2812462;0;0
237;La_Plata;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;1;0;54;15;3;1;3;10;1;0;12.5;12.5;0;0;2;2;1002.1;2183.8;9052.6;37;73;470;358;2;1;3;2;70;1;3;2;0;1;513576;1;70
238;Acevedo;0;1;0;0;1;1;1;0;1;1;0;1;1;0;0;1;1;39;9;16;1;0;2;1;1;19.7;18;1.6;0.1;0;2;208.2;2107;7599.2;73;35;1584;122;1;2;1;3;33;1;3;2;5;1;1326666;1;33
239;San_Agustin;0;1;1;1;0;0;1;0;1;1;1;0;0;0;1;0;0;54;2;22;1;4;3;1;0;3.5;3;0;0.5;2;2;1450;1850;6500;36;35;1000;124;4;3;4;3;70;1;3;3;5;0;2634510;1;0
240;Garzon;0;1;0;1;1;1;0;1;1;1;1;0;0;1;0;0;0;76;16;4;0;0;10;1;1;3.2;3.2;0;0;0;1;112.8;2466.6;9673.8;40;10;1116;300;1;2;0;39;30;0;1;4;5;0;1041305;1;30
241;Gigante;0;1;0;1;0;0;0;0;1;1;0;0;1;0;1;0;1;69;14;11;1;2;11;1;0;7;7;0;0;0;1;2338.3;2082.7;7453.5;46;35;309;151;0;0;4;2;0;1;1;4;4;1;1210550;1;0
242;La_Plata;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;19;6;0;1;0;12;0;1;18.4;10.7;1.2;6.5;1;2;974.6;2119.2;6174.8;22;78;2324;303;1;1;4;1;50;0;0;4;4;0;2366601;0;50
243;Acevedo;0;1;0;0;1;0;1;0;1;1;0;0;0;0;1;0;1;19;18;20;0;0;10;1;1;0.4;0.4;0;0;1;2;2438.5;2228.9;9207;81;80;1855;133;0;3;4;2;0;0;1;4;2;1;2228958;0;0
244;San_Agustin;1;1;1;0;1;0;1;1;1;0;0;1;0;0;0;0;0;63;20;17;1;2;10;1;1;21.8;14.6;0.1;7.1;1;0;2479.8;2284.3;6244.8;72;68;564;310;2;2;3;1;70;1;0;5;4;0;2066205;1;70
245;Garzon;1;1;0;0;0;1;0;1;1;0;1;1;1;0;1;1;1;65;15;16;1;3;1;1;0;2.2;1.3;0.9;0;2;2;1088.5;2274.6;4008.2;60;55;1565;105;3;2;0;1;90;0;1;5;1;1;1939001;1;90
246;Gigante;0;1;1;1;0;0;1;0;1;1;1;0;0;0;1;0;0;54;2;22;1;4;3;1;0;3.5;3;0;0.5;2;2;1450;1850;6500;36;35;1000;124;4;3;4;3;0;1;3;3;5;0;260274;1;0
247;La_Plata;1;0;0;0;0;1;1;0;1;1;0;1;0;0;1;0;1;27;9;19;1;1;4;0;1;19.6;19.6;0;0;2;0;670;2084.9;5734;48;92;2548;61;4;1;4;68;3;0;1;3;4;1;221260;1;0
248;Acevedo;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;23;20;19;1;0;10;0;1;24.3;24.3;0;0;1;2;650.9;2441.7;8402.6;57;38;1389;272;2;0;4;1;15;0;3;3;2;0;998788;0;15
249;San_Agustin;0;1;1;0;1;0;1;1;1;0;1;1;1;1;0;0;1;45;18;20;1;2;11;1;1;2.1;2.1;0;0;2;1;1127.9;2150.2;9174.4;57;76;305;302;4;2;2;0;70;1;2;2;0;1;2010750;0;70
250;Garzon;0;1;1;1;0;0;1;0;1;0;1;0;0;1;0;1;0;49;19;19;0;2;5;0;0;22.7;22.7;0;0;1;1;521.7;2267.6;9086;84;75;2195;256;2;0;4;3;15;1;1;2;1;0;2864757;0;0
251;Gigante;0;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;38;13;3;0;2;1;1;0;1.4;1.4;0;0;1;1;1447.3;2473.5;4353.7;51;45;2269;265;0;3;4;3;80;1;5;4;4;1;415645;0;0
252;La_Plata;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;49;20;12;0;0;7;1;1;14;14;0;0;1;2;2375.9;2189.2;7884;83;11;1900;184;2;1;4;3;33;0;0;5;3;0;958710;1;33
253;Acevedo;0;0;1;0;1;1;1;0;1;0;0;1;1;0;1;0;1;77;12;11;1;0;7;0;1;18.1;18.1;0;0;1;0;202.5;2480.5;8718.8;20;9;1264;49;3;3;3;1;60;1;2;1;4;1;454635;1;0
254;San_Agustin;1;0;0;1;1;1;1;0;1;1;0;0;0;1;0;0;0;69;2;17;1;3;6;0;1;7.8;7.8;0;0;0;0;1119;2036.1;6983.7;79;92;1952;330;3;1;1;2;40;0;5;5;5;1;419105;0;0
255;Garzon;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;1;47;19;15;0;1;4;1;0;14;13.4;0.6;0;2;0;454.7;2125.4;8870.4;26;98;1560;100;2;2;1;3;25;0;2;1;5;1;2616540;0;0
256;Gigante;1;0;0;1;0;1;1;1;1;0;1;0;0;0;0;1;1;41;9;10;1;2;5;1;1;16.9;16.9;0;0;0;2;1769.6;2214.8;8086.8;85;62;1254;188;1;0;2;3;33;1;0;5;3;0;1476903;1;0
257;La_Plata;1;1;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;52;18;14;0;2;11;1;0;12.6;12.6;0;0;1;2;1373.6;2409.1;8851.6;58;42;1409;218;2;0;0;0;30;1;0;4;3;0;2795857;1;30
258;Acevedo;0;1;0;0;0;0;1;0;1;0;1;1;1;1;1;0;0;64;14;1;0;3;7;0;1;3.2;3.2;0;0;2;2;557;2351.1;9636;31;96;2376;111;3;0;0;0;30;0;3;4;1;1;1921846;1;0
259;San_Agustin;1;0;1;1;0;1;1;1;1;1;1;0;0;0;1;1;1;76;7;9;0;3;2;1;1;12.9;11.1;1.8;0;2;1;1801.8;2421.3;8763.8;80;96;224;66;1;3;2;0;50;1;5;5;0;1;539283;1;50
260;Garzon;0;1;1;1;0;1;0;1;1;1;1;0;0;1;1;0;1;45;4;6;1;0;0;0;1;4.8;4.8;0;0;0;0;393.5;2276.9;5544.5;29;70;2175;71;2;2;0;3;70;0;1;0;1;0;1811569;1;70
261;Gigante;0;0;0;1;0;1;0;1;1;0;0;1;1;0;1;1;1;75;10;16;1;2;8;0;1;5.9;4.6;1.3;0;1;0;612.4;2117.5;9763.5;20;38;891;202;4;3;2;1;50;1;4;1;3;0;2618227;0;0
262;La_Plata;1;1;1;0;1;0;0;1;1;0;1;0;1;0;1;1;1;24;10;16;1;0;2;1;0;12.6;12.6;0;0;1;1;2131.8;2132.6;8640.7;52;26;789;74;4;0;1;2;90;1;4;2;4;0;597453;0;90
263;Gigante;1;1;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;86;11;6;0;2;12;1;0;13.2;13.2;0;0;2;0;1651.7;2427.3;4180.5;26;86;773;246;0;2;2;0;15;0;1;5;5;1;1053126;0;15
264;San_Agustin;1;1;0;1;0;1;0;0;1;1;0;0;0;1;1;0;0;85;11;0;1;2;11;0;0;10.1;7.7;2.4;0;2;2;286.9;2297.1;8653.9;43;35;849;301;0;3;0;2;70;1;0;2;1;0;1555385;0;0
265;Garzon;0;0;0;1;1;0;1;1;1;0;0;1;1;1;1;1;1;59;8;3;0;0;8;1;1;8.1;8.1;0;0;0;0;1823.5;2268.5;7668.6;23;75;2365;261;4;1;4;1;15;0;4;5;0;0;12255;1;15
266;Gigante;0;1;1;1;1;0;1;0;1;0;0;1;0;0;1;1;0;72;18;3;0;2;7;1;1;12.5;12.5;0;0;0;1;1117.5;2391.7;9418.7;56;79;1416;146;4;2;3;1;25;0;1;4;2;0;2428906;1;25
267;La_Plata;0;0;1;0;0;0;1;1;1;0;1;0;1;1;0;1;0;38;1;3;0;2;12;0;0;16.4;12.8;3.6;0;0;1;1202.8;2042.5;4334.1;36;72;2506;158;1;3;4;1;90;1;4;4;1;1;34012;1;0
268;Acevedo;0;0;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;75;16;4;0;3;2;1;1;3.3;3.3;0;0;1;1;432.6;2209.1;9318.5;24;34;1797;106;1;3;0;3;15;0;4;1;5;0;162005;1;0
269;Gigante;0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;26;11;6;0;1;7;1;1;5.2;5.2;0;0;2;2;2138;2259.4;8415.1;32;88;2426;208;0;3;2;1;0;1;5;4;3;1;2069907;1;0
270;Garzon;1;0;1;0;1;0;0;0;1;1;0;1;0;1;0;1;0;55;15;11;1;2;4;0;1;3;2.2;0.8;0;2;0;1499.8;2045.8;7433.4;69;81;1476;290;0;0;2;2;15;0;4;1;5;1;2599981;1;15
271;Gigante;1;0;1;0;1;1;0;0;1;0;0;1;0;1;1;0;1;53;15;6;1;0;12;1;1;7;7;0;0;2;0;2287.2;2044.6;9015.7;35;1;1710;333;4;3;1;1;25;0;3;3;4;1;2492312;0;0
272;La_Plata;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;25;13;18;1;2;4;1;0;12.1;12.1;0;0;2;1;245;2038.7;7406.3;65;19;2329;179;3;3;3;1;25;0;0;0;1;1;550047;0;0
273;Acevedo;1;1;0;0;1;0;0;1;1;1;1;1;0;1;0;0;0;19;14;12;0;1;6;1;1;18.9;16.9;2;0;1;2;393.6;2342.2;4097.3;23;7;2693;66;2;1;1;3;80;1;1;4;0;0;169702;1;80
274;San_Agustin;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;0;1;70;16;14;0;3;9;0;1;21.9;1.3;20.6;0;0;2;1213.2;2249.3;4051;88;31;325;114;0;2;0;2;60;1;4;5;1;1;2965908;0;60
275;Garzon;1;0;1;0;1;1;0;0;1;0;0;0;0;1;1;0;0;24;10;18;0;2;9;1;0;9.7;9.7;0;0;2;0;1365.8;2467.4;6146.7;88;48;504;342;1;0;1;0;0;0;0;3;1;1;655854;0;0
276;Gigante;1;0;1;0;1;0;1;1;1;0;1;1;0;1;0;1;0;33;19;17;0;0;10;0;1;7.5;7.5;0;0;2;2;1011.5;2499.1;4861.8;44;4;2368;98;4;2;4;3;40;0;3;1;5;0;783864;0;40
277;La_Plata;0;0;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;26;12;5;1;2;8;0;1;4;4;0;0;1;2;822.8;2435.1;6307.7;87;72;543;313;0;3;2;2;25;0;3;2;3;0;2207706;1;25
278;Gigante;1;0;0;0;0;1;1;0;1;1;0;1;1;1;0;0;1;71;3;8;0;2;6;0;1;15.2;15.2;0;0;0;1;619.1;2344.2;6464.2;63;89;1068;258;3;1;1;3;33;1;2;1;2;1;2356988;0;33
279;San_Agustin;1;1;1;1;1;1;0;1;1;0;0;1;0;0;1;1;0;74;19;19;0;2;1;1;0;4.3;4.3;0;0;1;1;378.5;2294.7;4499.4;75;37;1434;209;4;0;0;2;30;0;4;2;2;0;2998630;0;30
280;Garzon;1;1;0;0;0;0;1;0;1;0;1;1;0;1;1;1;1;38;9;3;0;3;7;1;0;20.9;16.4;4.5;0;0;2;2160.8;2071.6;7850.9;37;96;799;351;0;3;0;3;50;1;1;0;0;1;2136444;0;50
281;Gigante;1;1;0;1;1;0;0;1;1;1;0;1;0;1;0;1;0;25;11;10;0;1;10;1;1;22;10;9;3;0;0;1369.7;2310.7;5076.1;83;2;1436;310;4;2;3;0;70;0;5;0;4;1;865491;1;70
282;La_Plata;0;1;1;0;1;0;0;0;1;1;1;1;0;0;1;1;0;61;12;8;0;1;8;0;1;0.2;0.2;0;0;1;1;1165.1;2477.6;5575.8;38;38;127;54;3;3;0;0;90;1;3;2;0;1;1338292;0;90
283;Acevedo;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;1;75;12;5;0;1;1;1;1;20.3;10.1;10.2;0;2;1;131;2086.3;8748.7;57;9;704;93;4;1;4;1;15;0;3;4;2;0;92821;1;15
284;San_Agustin;1;1;0;1;1;1;0;0;1;0;1;1;0;1;1;0;0;42;12;20;0;0;9;0;1;6.6;6.6;0;0;0;0;1863.3;2019.4;8652.2;70;79;2528;356;0;3;4;2;15;0;3;1;0;1;1677230;0;15
285;Garzon;1;1;1;0;0;0;1;0;1;1;1;1;1;1;0;1;0;29;6;3;1;0;6;0;0;13.1;3.2;2.3;7.6;1;2;2014.5;2166.5;5599.9;37;89;560;89;2;3;1;1;80;1;4;5;1;1;838668;0;80
286;Gigante;0;1;0;1;1;1;0;1;1;1;1;0;1;0;1;0;0;80;17;6;1;0;12;0;1;8.8;8.8;0;0;2;1;676.6;2017.8;7227.1;30;39;187;231;1;3;4;2;60;1;0;5;5;0;1202058;0;60
287;La_Plata;0;0;0;1;0;0;1;0;1;0;1;1;1;1;1;0;1;40;0;1;0;0;2;1;0;4.4;4.4;0;0;0;2;1140.2;2463;9318.2;69;4;1557;322;4;1;4;0;15;0;5;1;3;0;171592;0;0
288;Acevedo;0;0;1;1;1;1;1;0;1;0;0;1;1;1;0;1;1;41;11;15;1;2;12;0;0;14.9;1.4;2.5;11;0;1;1358.2;2193.8;7035.7;58;98;2472;274;2;1;2;1;40;1;2;4;3;0;1113966;0;40
289;San_Agustin;0;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;0;73;19;7;0;0;7;0;1;21.9;21.9;0;0;1;0;530;2285.9;5425.5;22;70;163;146;2;2;4;2;25;0;4;2;3;1;2520342;0;25
290;Garzon;0;1;0;1;1;0;1;1;1;1;0;1;1;1;0;0;1;48;17;9;1;3;10;0;1;8.7;8.7;0;0;0;1;684.8;2121.8;5824.3;75;56;890;282;3;0;2;1;0;0;5;0;5;1;2598822;1;100
291;Gigante;0;0;0;1;0;0;1;1;1;0;0;1;0;0;1;1;1;47;12;2;0;1;6;0;0;1.2;1.2;0;0;1;1;1825.8;2003.2;5094.3;64;43;1041;249;1;1;2;2;15;0;1;3;1;0;679834;1;0
292;La_Plata;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;83;1;14;1;3;5;1;0;3.7;3.7;0;0;0;0;834.8;2142.9;4554.6;58;22;1372;44;3;2;4;3;0;0;4;4;0;1;2812462;0;0
293;Acevedo;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;1;0;54;15;3;1;3;10;1;0;12.5;12.5;0;0;2;2;1002.1;2183.8;9052.6;37;73;470;358;2;1;3;2;15;1;3;2;0;1;513576;1;15
294;San_Agustin;0;1;0;0;1;1;1;0;1;1;0;1;1;0;0;1;1;39;9;16;1;0;2;1;1;19.7;18;1.6;0.1;0;2;208.2;2107;7599.2;73;35;1584;122;1;2;1;3;70;1;3;2;5;1;1326666;1;70
295;Garzon;0;1;1;1;0;0;1;0;1;1;1;0;0;0;1;0;0;54;2;22;1;4;3;1;0;3.5;3;0;0.5;2;2;1450;1850;6500;36;35;1000;124;4;3;4;3;0;1;3;3;5;0;2634510;1;0
296;Gigante;0;1;0;1;1;1;0;1;1;1;1;0;0;1;0;0;0;76;16;4;0;0;10;1;1;3.2;3.2;0;0;0;1;112.8;2466.6;9673.8;40;10;1116;300;1;2;0;39;33;0;1;4;5;0;1041305;1;33
297;La_Plata;0;1;0;1;0;0;0;0;1;1;0;0;1;0;1;0;1;69;14;11;1;2;11;1;0;7;7;0;0;0;1;2338.3;2082.7;7453.5;46;35;309;151;0;0;4;2;0;1;1;4;4;1;1210550;1;0
298;Acevedo;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;19;6;0;1;0;12;0;1;18.4;10.7;1.2;6.5;1;2;974.6;2119.2;6174.8;22;78;2324;303;1;1;4;1;15;0;0;4;4;0;2366601;0;15
299;San_Agustin;0;1;0;0;1;0;1;0;1;1;0;0;0;0;1;0;1;19;18;20;0;0;10;1;1;0.4;0.4;0;0;1;2;2438.5;2228.9;9207;81;80;1855;133;0;3;4;2;25;0;1;4;2;1;2228958;0;0
300;Garzon;1;1;1;0;1;0;1;1;1;0;0;1;0;0;0;0;0;63;20;17;1;2;10;1;1;21.8;14.6;0.1;7.1;1;0;2479.8;2284.3;6244.8;72;68;564;310;2;2;3;1;80;1;0;5;4;0;2066205;1;80
301;Gigante;1;1;0;0;0;1;0;1;1;0;1;1;1;0;1;1;1;65;15;16;1;3;1;1;0;2.2;1.3;0.9;0;2;2;1088.5;2274.6;4008.2;60;55;1565;105;3;2;0;1;60;0;1;5;1;1;1939001;1;60
302;La_Plata;1;0;0;1;0;1;1;1;1;1;0;0;0;0;1;1;0;47;10;6;0;2;7;1;1;0.2;0.2;0;0;1;2;1734.5;2446.8;8839.8;29;67;712;224;2;1;3;2;40;0;0;5;3;1;953790;0;40
303;Gigante;0;1;1;1;0;1;0;1;1;1;0;1;1;0;1;1;0;70;10;17;1;0;6;0;1;13.2;13.2;0;0;0;0;1031.8;2064.2;6429.6;51;32;1517;324;3;0;2;3;25;0;0;1;0;0;1336398;1;25
304;San_Agustin;1;1;0;1;0;1;0;0;1;1;1;0;0;1;1;0;1;43;2;13;1;0;4;1;1;1.7;1.7;0;0;1;1;599.7;2088.9;5518.5;26;23;1679;238;1;2;4;2;0;0;0;5;3;1;1877297;0;0
305;Garzon;0;1;0;0;1;1;1;0;1;1;0;0;0;0;1;0;0;86;11;10;0;1;4;0;0;10;10;0;0;0;1;231.7;2460;9042.6;43;77;176;144;1;0;4;0;33;0;3;4;0;1;1825414;0;0
306;Gigante;0;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;78;2;2;1;3;2;1;0;12.9;12.9;0;0;1;2;1158.4;2288.3;9890.4;72;37;1843;81;0;0;3;2;25;0;4;1;1;1;1315029;1;25
307;La_Plata;1;0;0;1;1;0;0;1;1;1;0;0;0;1;1;1;1;52;19;11;0;0;6;0;0;2.1;0.4;0.7;1;0;0;2415.5;2184.5;6314.7;26;71;791;329;3;3;4;3;15;0;1;4;5;0;2493641;1;15
308;Acevedo;0;1;0;1;1;0;0;1;1;0;0;0;1;0;1;1;0;79;14;0;0;2;12;1;0;1.2;1.2;0;0;2;1;1997.1;2249.9;7248.1;63;67;2390;237;1;3;0;3;30;0;2;2;5;0;2569495;1;0
309;San_Agustin;0;1;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;55;9;20;0;2;2;0;0;3.8;0.7;0.8;2.3;1;2;1943.9;2166.7;5311.9;25;58;2322;254;0;1;1;1;50;0;2;0;5;1;1882812;0;0
310;Gigante;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0;1;27;3;7;1;1;5;1;0;21.6;18.5;2;1.1;0;2;2154.5;2012.1;9549;82;13;1380;254;2;2;0;0;70;1;5;4;0;0;198531;0;0
311;Gigante;0;1;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;67;0;18;1;3;5;0;0;17.5;11.5;2.1;3.9;0;2;1376.9;2318.1;9301;56;48;1681;326;0;2;2;2;90;0;4;1;0;1;1885947;0;0
312;La_Plata;0;1;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;39;20;5;0;2;1;1;1;2.6;2.6;0;0;2;1;1564.7;2297.8;6487.2;22;27;1932;328;1;1;0;3;15;1;4;0;3;1;2080790;1;0
313;Acevedo;1;1;1;0;1;0;0;1;1;0;1;1;1;0;0;1;0;47;7;1;1;2;11;1;1;1.1;1.1;0;0;2;0;843.8;2372.1;7669.9;21;54;1436;107;4;2;4;3;25;1;0;0;2;1;273857;1;25
314;San_Agustin;0;0;0;0;1;1;1;0;1;0;1;0;1;1;1;1;1;86;5;0;1;2;12;0;0;6.1;6.1;0;0;0;0;970.8;2146.8;5751.2;79;29;696;50;0;3;2;2;25;0;3;0;5;0;263497;0;25
315;Garzon;1;0;1;1;1;1;1;0;1;0;0;1;1;1;0;0;1;28;10;7;0;1;4;1;0;22.4;4.7;0.2;17.5;2;0;1919.5;2463;7641;61;29;120;364;0;3;1;2;25;1;1;2;0;1;2599310;1;25
316;Gigante;0;0;1;0;1;0;0;0;1;0;1;1;1;0;1;1;0;67;3;19;0;3;11;0;1;4;0.2;1.4;2.4;1;0;1902.2;2103.5;4325;37;92;1860;254;3;0;4;3;0;1;0;0;1;0;314921;1;0
317;La_Plata;0;0;0;0;0;1;0;1;1;1;0;1;0;0;1;1;0;63;10;9;1;3;0;0;0;16.6;4.1;1.9;10.6;2;0;1143.7;2427.8;5191.3;53;92;1832;142;4;3;3;3;0;0;2;0;0;0;681134;1;0
318;Acevedo;0;1;1;0;1;0;0;1;1;0;1;0;1;1;0;1;0;56;2;3;1;1;8;0;1;14.3;9.6;0.2;4.5;1;1;2339.2;2181.7;6842.7;50;61;1;163;3;0;3;2;0;1;5;3;3;1;2532108;1;50
319;San_Agustin;1;0;1;0;1;1;1;0;1;1;0;1;0;0;1;1;0;83;20;15;1;2;10;1;1;7;7;0;0;0;2;1166.1;2269.4;6386.3;34;85;1864;210;4;0;1;1;0;1;0;5;0;1;736284;1;55
320;Garzon;0;0;1;0;0;0;1;1;1;0;1;1;1;0;1;1;0;72;18;7;1;0;2;1;0;14.4;14.3;0.1;0;2;1;1448.8;2064.4;9202.1;65;46;2316;105;2;3;4;2;0;0;3;2;5;1;1948620;0;60
